,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes
510,IDNMABMM301IXOBSAM,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Indonesia,1990-02-01,2018-12-01,Monthly,M,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-12-10 15:23:23-06,1,2,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: IDN All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
511,IDNMABMM301IXOBSAQ,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Indonesia,1990-04-01,2018-10-01,Quarterly,Q,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-12-10 15:06:29-06,1,2,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: IDN All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
512,COLMABMM301IXOBSAM,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Colombia,1982-02-01,2020-10-01,Monthly,M,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-12-10 15:36:02-06,1,2,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: COL All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
513,COLMABMM301IXOBSAQ,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Colombia,1982-04-01,2020-07-01,Quarterly,Q,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-12-10 15:10:56-06,1,2,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: COL All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
514,AUSMANMM101IXOBSAM,2021-01-12,2021-01-12,Monetary aggregates and their components: Narrow money and components: M1 and components: M1 for Australia,1960-07-01,2020-10-01,Monthly,M,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-12-10 14:48:27-06,2,2,"OECD descriptor ID: MANMM101 OECD unit ID: IXOBSA OECD country ID: AUS All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
515,SWEMANMM101IXOBSAM,2021-01-12,2021-01-12,Monetary aggregates and their components: Narrow money and components: M1 and components: M1 for Sweden,1998-02-01,2018-12-01,Monthly,M,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-12-10 15:14:22-06,2,2,"OECD descriptor ID: MANMM101 OECD unit ID: IXOBSA OECD country ID: SWE All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
516,AUSMANMM101IXOBSAQ,2021-01-12,2021-01-12,Monetary aggregates and their components: Narrow money and components: M1 and components: M1 for Australia,1960-07-01,2020-07-01,Quarterly,Q,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-12-10 15:12:18-06,1,2,"OECD descriptor ID: MANMM101 OECD unit ID: IXOBSA OECD country ID: AUS All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
517,RUSMABMM301IXOBSAM,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for the Russian Federation,1995-07-01,2020-10-01,Monthly,M,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-12-10 15:14:57-06,1,2,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: RUS All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
518,RUSMABMM301IXOBSAQ,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for the Russian Federation,1995-07-01,2020-07-01,Quarterly,Q,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-12-10 14:51:40-06,1,2,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: RUS All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
519,SWEMANMM101IXOBSAQ,2021-01-12,2021-01-12,Monetary aggregates and their components: Narrow money and components: M1 and components: M1 for Sweden,1998-04-01,2018-10-01,Quarterly,Q,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-12-10 14:50:51-06,1,2,"OECD descriptor ID: MANMM101 OECD unit ID: IXOBSA OECD country ID: SWE All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
520,MEXMABMM301IXOBSAQ,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Mexico,1978-01-01,2018-10-01,Quarterly,Q,Index 2010=100,Index 2010=100,Seasonally Adjusted,SA,2020-10-14 12:56:46-05,1,1,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: MEX All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
521,MEXMABMM301IXOBSAM,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Mexico,1978-01-01,2018-12-01,Monthly,M,Index 2010=100,Index 2010=100,Seasonally Adjusted,SA,2020-10-14 12:58:20-05,1,1,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: MEX All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
522,DNKMABMM301IXOBSAM,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Denmark,1970-03-01,2018-12-01,Monthly,M,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-11-12 15:27:59-06,1,1,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: DNK All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
523,DNKMABMM301IXOBSAQ,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Denmark,1970-04-01,2018-10-01,Quarterly,Q,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-11-12 15:29:27-06,1,1,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: DNK All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
524,SWEMABMM301IXOBSAM,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Sweden,1960-02-01,2018-12-01,Monthly,M,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-12-10 15:14:22-06,1,1,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: SWE All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
525,SWEMABMM301IXOBSAQ,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Sweden,1960-04-01,2018-10-01,Quarterly,Q,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-12-10 14:50:51-06,1,1,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: SWE All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
526,POLMABMM301IXOBSAM,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Poland,1990-01-01,2018-12-01,Monthly,M,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-12-10 17:00:29-06,1,1,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: POL All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
527,POLMABMM301IXOBSAQ,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Poland,1990-01-01,2018-10-01,Quarterly,Q,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-12-10 14:53:36-06,1,1,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: POL All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
528,BRAMABMM301IXOBSAM,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Brazil,1994-08-01,2018-12-01,Monthly,M,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-03-13 17:23:43-05,1,1,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: BRA All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
529,BRAMABMM301IXOBSAQ,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Brazil,1994-10-01,2018-10-01,Quarterly,Q,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-03-13 17:22:22-05,1,1,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: BRA All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
530,NORMABMM301IXOBSAM,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Norway,1960-02-01,2020-10-01,Monthly,M,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-12-10 15:16:20-06,1,1,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: NOR All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
531,NORMABMM301IXOBSAQ,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Norway,1960-04-01,2020-07-01,Quarterly,Q,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-12-10 14:56:14-06,1,1,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: NOR All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
532,CHEMABMM301IXOBSAM,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Switzerland,1972-01-01,2018-12-01,Monthly,M,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2019-09-11 11:30:33-05,1,1,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: CHE All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
533,CHEMABMM301IXOBSAQ,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Switzerland,1972-01-01,2018-10-01,Quarterly,Q,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2019-09-11 11:25:21-05,1,1,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: CHE All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
534,ISLMABMM301IXOBSAM,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Iceland,1960-02-01,2020-08-01,Monthly,M,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-10-14 13:17:41-05,1,1,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: ISL All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
535,ISLMABMM301IXOBSAQ,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Iceland,1960-04-01,2020-04-01,Quarterly,Q,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-10-14 13:04:17-05,1,1,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: ISL All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
536,HUNMABMM301IXOBSAM,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Hungary,1990-01-01,2020-10-01,Monthly,M,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-12-10 15:23:33-06,1,1,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: HUN All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
537,HUNMABMM301IXOBSAQ,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Hungary,1990-01-01,2020-07-01,Quarterly,Q,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-12-10 15:07:08-06,1,1,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: HUN All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
538,ISRMABMM301IXOBSAM,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Israel,1983-01-01,2020-10-01,Monthly,M,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-12-10 15:21:53-06,1,1,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: ISR All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
539,ISRMABMM301IXOBSAQ,2021-01-12,2021-01-12,Monetary aggregates and their components: Broad money and components: M3: M3 for Israel,1983-01-01,2020-07-01,Quarterly,Q,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2020-12-10 15:05:16-06,1,1,"OECD descriptor ID: MABMM301 OECD unit ID: IXOBSA OECD country ID: ISR All OECD data should be cited as follows: OECD,""Main Economic Indicators - complete database""Main Economic Indicators(database)http://dx.doi.org/10.1787/data-00052-en(Accessed on date)Copyright, 2016, OECD. Reprinted with permission."
